index,labels,ids,parents,pop_MF,pop_F,pop_M,hholds
1365,ทต.ไพศาลี,TH/CT/60/ทต.ไพศาลี,TH/CT/60,10332,5443,4889,4946
1366,ทต.ไม้งาม,TH/W_/63/ทต.ไม้งาม,TH/W_/63,11762,5232,6530,6340
1367,ทต.ไม้ยา,TH/N_/57/ทต.ไม้ยา,TH/N_/57,10630,5313,5317,3749
1368,ทต.ไม้เรียง,TH/S_/นครศรีธรรมราช/ทต.ไม้เรียง,TH/S_/นครศรีธรรมราช,2395,1244,1151,1252
1369,ทต.ไร่เก่า,TH/W_/ประจวบคีรีขันธ์/ทต.ไร่เก่า,TH/W_/ประจวบคีรีขันธ์,10664,5390,5274,4140
1370,ทต.ไร่ใหม่,TH/W_/ประจวบคีรีขันธ์/ทต.ไร่ใหม่,TH/W_/ประจวบคีรีขันธ์,7733,4003,3730,2856
1371,ทน.ขอนแก่น,TH/NE/ขอนแก่น/ทน.ขอนแก่น,TH/NE/ขอนแก่น,110615,58459,52156,66498
1372,ทน.ตรัง,TH/S_/92/ทน.ตรัง,TH/S_/92,56893,30710,26183,25371
1373,ทน.นครปฐม,TH/CT/73/ทน.นครปฐม,TH/CT/73,72753,38308,34445,37774
1374,ทน.นครราชสีมา,TH/NE/30/ทน.นครราชสีมา,TH/NE/30,122730,65525,57205,72081
1375,ทน.นครศรีธรรมราช,TH/S_/นครศรีธรรมราช/ทน.นครศรีธรรมราช,TH/S_/นครศรีธรรมราช,100416,53005,47411,46553
1376,ทน.นครสวรรค์,TH/CT/60/ทน.นครสวรรค์,TH/CT/60,81239,42697,38542,42683
1377,ทน.นนทบุรี,TH/CT/12/ทน.นนทบุรี,TH/CT/12,251026,133308,117718,157944
1378,ทน.ปากเกร็ด,TH/CT/12/ทน.ปากเกร็ด,TH/CT/12,189458,101856,87602,131416
1379,ทน.พระนครศรีอยุธยา,TH/CT/14/ทน.พระนครศรีอยุธยา,TH/CT/14,49208,25785,23423,20332
1380,ทน.พิษณุโลก,TH/CT/65/ทน.พิษณุโลก,TH/CT/65,64068,34969,29099,36826
1381,ทน.ภูเก็ต,TH/S_/83/ทน.ภูเก็ต,TH/S_/83,77778,41951,35827,26666
1382,ทน.ยะลา,TH/S_/95/ทน.ยะลา,TH/S_/95,59983,31606,28377,28297
1383,ทน.ระยอง,TH/E_/21/ทน.ระยอง,TH/E_/21,62384,33128,29256,37658
1384,ทน.รังสิต,TH/CT/ปทุมธานี/ทน.รังสิต,TH/CT/ปทุมธานี,84268,45163,39105,56127
1385,ทน.ลำปาง,TH/N_/52/ทน.ลำปาง,TH/N_/52,50967,28003,22964,29304
1386,ทน.สกลนคร,TH/NE/47/ทน.สกลนคร,TH/NE/47,51331,26279,25052,28316
1387,ทน.สงขลา,TH/S_/90/ทน.สงขลา,TH/S_/90,60021,31115,28906,27527
1388,ทน.สมุทรปราการ,TH/CT/11/ทน.สมุทรปราการ,TH/CT/11,49604,25510,24094,20657
1389,ทน.สมุทรสาคร,TH/CT/74/ทน.สมุทรสาคร,TH/CT/74,65409,33169,32240,18925
1390,ทน.สุราษฎร์ธานี,TH/S_/84/ทน.สุราษฎร์ธานี,TH/S_/84,131599,68995,62604,75558
1391,ทน.หาดใหญ่,TH/S_/90/ทน.หาดใหญ่,TH/S_/90,149459,80423,69036,68333
1392,ทน.อุดรธานี,TH/NE/41/ทน.อุดรธานี,TH/NE/41,120202,62804,57398,61123
1393,ทน.อุบลราชธานี,TH/NE/34/ทน.อุบลราชธานี,TH/NE/34,72855,39050,33805,32040
1394,ทน.อ้อมน้อย,TH/CT/74/ทน.อ้อมน้อย,TH/CT/74,53822,28197,25625,49114
1395,ทน.เกาะสมุย,TH/S_/84/ทน.เกาะสมุย,TH/S_/84,68994,35729,33265,55845
1396,ทน.เจ้าพระยาสุรศักดิ์,TH/E_/ชลบุรี/ทน.เจ้าพระยาสุรศักดิ์,TH/E_/ชลบุรี,146474,75160,71314,101394
1397,ทน.เชียงราย,TH/N_/57/ทน.เชียงราย,TH/N_/57,77545,40611,36934,50608
1398,ทน.เชียงใหม่,TH/N_/เชียงใหม่/ทน.เชียงใหม่,TH/N_/เชียงใหม่,122627,65314,57313,90147
1399,ทน.แม่สอด,TH/W_/63/ทน.แม่สอด,TH/W_/63,41581,20911,20670,19482
1400,ทน.แหลมฉบัง,TH/E_/ชลบุรี/ทน.แหลมฉบัง,TH/E_/ชลบุรี,89457,45483,43974,80380
1401,ทม.กระทุ่มล้ม,TH/CT/73/ทม.กระทุ่มล้ม,TH/CT/73,28221,15124,13097,18347
1402,ทม.กระทุ่มแบน,TH/CT/74/ทม.กระทุ่มแบน,TH/CT/74,27556,14112,13444,6403
1403,ทม.กระนวน,TH/NE/ขอนแก่น/ทม.กระนวน,TH/NE/ขอนแก่น,10046,5223,4823,4505
1404,ทม.กระบี่,TH/S_/81/ทม.กระบี่,TH/S_/81,32536,17429,15107,17608
1405,ทม.กะทู้,TH/S_/83/ทม.กะทู้,TH/S_/83,30263,16208,14055,21292
1406,ทม.กันตัง,TH/S_/92/ทม.กันตัง,TH/S_/92,11815,6009,5806,5033
1407,ทม.กันทรลักษ์,TH/NE/33/ทม.กันทรลักษ์,TH/NE/33,17783,9193,8590,7510
1408,ทม.กาญจนบุรี,TH/W_/71/ทม.กาญจนบุรี,TH/W_/71,26937,14231,12706,15913
1409,ทม.กาฬสินธุ์,TH/NE/46/ทม.กาฬสินธุ์,TH/NE/46,32482,16962,15520,15878
1410,ทม.กำแพงเพชร,TH/CT/62/ทม.กำแพงเพชร,TH/CT/62,28378,15083,13295,16231
1411,ทม.กุฉินารายณ์,TH/NE/46/ทม.กุฉินารายณ์,TH/NE/46,11333,5808,5525,4893
1412,ทม.ขลุง,TH/E_/22/ทม.ขลุง,TH/E_/22,10735,5697,5038,4271
1413,ทม.คลองหลวง,TH/CT/ปทุมธานี/ทม.คลองหลวง,TH/CT/ปทุมธานี,64649,34133,30516,51658
1414,ทม.คลองแห,TH/S_/90/ทม.คลองแห,TH/S_/90,40666,21540,19126,20846
1415,ทม.ควนลัง,TH/S_/90/ทม.ควนลัง,TH/S_/90,49321,26209,23112,25502
1416,ทม.คอหงส์,TH/S_/90/ทม.คอหงส์,TH/S_/90,46184,24047,22137,29265
1417,ทม.คูคต,TH/CT/ปทุมธานี/ทม.คูคต,TH/CT/ปทุมธานี,43941,22708,21233,26172
1418,ทม.จันทนิมิต,TH/E_/22/ทม.จันทนิมิต,TH/E_/22,12270,6486,5784,7783
1419,ทม.จันทบุรี,TH/E_/22/ทม.จันทบุรี,TH/E_/22,22120,11596,10524,14576
1420,ทม.ฉะเชิงเทรา,TH/E_/24/ทม.ฉะเชิงเทรา,TH/E_/24,38184,20132,18052,22048
1421,ทม.ชลบุรี,TH/E_/ชลบุรี/ทม.ชลบุรี,TH/E_/ชลบุรี,25434,13409,12025,12563
1422,ทม.ชะอำ,TH/W_/76/ทม.ชะอำ,TH/W_/76,40003,20740,19263,45786
1423,ทม.ชัยนาท,TH/CT/18/ทม.ชัยนาท,TH/CT/18,11675,6301,5374,7441
1424,ทม.ชัยภูมิ,TH/NE/36/ทม.ชัยภูมิ,TH/NE/36,35901,18850,17051,20764
1425,ทม.ชุมพร,TH/S_/86/ทม.ชุมพร,TH/S_/86,33738,18056,15682,19905
1426,ทม.ชุมแพ,TH/NE/ขอนแก่น/ทม.ชุมแพ,TH/NE/ขอนแก่น,30992,16046,14946,15429
1427,ทม.ชุมแสง,TH/CT/60/ทม.ชุมแสง,TH/CT/60,7563,4026,3537,3611
1428,ทม.ดอกคำใต้,TH/N_/56/ทม.ดอกคำใต้,TH/N_/56,12656,6792,5864,5348
1429,ทม.ดอนสัก,TH/S_/84/ทม.ดอนสัก,TH/S_/84,12098,6215,5883,5734
1430,ทม.ตราด,TH/E_/23/ทม.ตราด,TH/E_/23,9746,5057,4689,5523
1431,ทม.ตะกั่วป่า,TH/S_/82/ทม.ตะกั่วป่า,TH/S_/82,8229,4267,3962,2708
1432,ทม.ตะพานหิน,TH/CT/66/ทม.ตะพานหิน,TH/CT/66,13536,7224,6312,6249
1433,ทม.ตะลุบัน,TH/S_/94/ทม.ตะลุบัน,TH/S_/94,14484,7351,7133,4420
1434,ทม.ตาก,TH/W_/63/ทม.ตาก,TH/W_/63,16079,8472,7607,7439
1435,ทม.ตากใบ,TH/S_/96/ทม.ตากใบ,TH/S_/96,19686,10129,9557,5659
1436,ทม.ตาคลี,TH/CT/60/ทม.ตาคลี,TH/CT/60,23192,12080,11112,9902
1437,ทม.ต้นเปา,TH/N_/เชียงใหม่/ทม.ต้นเปา,TH/N_/เชียงใหม่,19263,10473,8790,12944
1438,ทม.ทับกวาง,TH/CT/19/ทม.ทับกวาง,TH/CT/19,19714,9866,9848,9568
1439,ทม.ทุ่งตำเสา,TH/S_/90/ทม.ทุ่งตำเสา,TH/S_/90,16941,8679,8262,6032
1440,ทม.ทุ่งสง,TH/S_/นครศรีธรรมราช/ทม.ทุ่งสง,TH/S_/นครศรีธรรมราช,30002,16235,13767,11362
1441,ทม.ท่าข้าม,TH/S_/84/ทม.ท่าข้าม,TH/S_/84,18905,9676,9229,9018
1442,ทม.ท่าช้าง,TH/E_/22/ทม.ท่าช้าง,TH/E_/22,13851,7507,6344,10442
1443,ทม.ท่าบ่อ,TH/NE/43/ทม.ท่าบ่อ,TH/NE/43,17390,8922,8468,7235
1444,ทม.ท่าผา,TH/W_/70/ทม.ท่าผา,TH/W_/70,20156,10392,9764,8155
1445,ทม.ท่าเรือพระแท่น,TH/W_/71/ทม.ท่าเรือพระแท่น,TH/W_/71,11177,5886,5291,5031
1446,ทม.ท่าโขลง,TH/CT/ปทุมธานี/ทม.ท่าโขลง,TH/CT/ปทุมธานี,77243,42166,35077,56320
1447,ทม.ท่าใหม่,TH/E_/22/ทม.ท่าใหม่,TH/E_/22,10130,5406,4724,4549
1448,ทม.นครนายก,TH/CT/26/ทม.นครนายก,TH/CT/26,15995,8383,7612,8479
1449,ทม.นครพนม,TH/NE/48/ทม.นครพนม,TH/NE/48,26093,13803,12290,14957
1450,ทม.นราธิวาส,TH/S_/96/ทม.นราธิวาส,TH/S_/96,40133,20460,19673,15736
1451,ทม.นางรอง,TH/NE/31/ทม.นางรอง,TH/NE/31,20734,10966,9768,11298
1452,ทม.นาสาร,TH/S_/84/ทม.นาสาร,TH/S_/84,19199,9840,9359,8080
1453,ทม.น่าน,TH/N_/55/ทม.น่าน,TH/N_/55,19506,9829,9677,10772
1454,ทม.บัวใหญ่,TH/NE/30/ทม.บัวใหญ่,TH/NE/30,13505,7031,6474,7067
1455,ทม.บางกรวย,TH/CT/12/ทม.บางกรวย,TH/CT/12,44527,24054,20473,22035
1456,ทม.บางกะดี,TH/CT/ปทุมธานี/ทม.บางกะดี,TH/CT/ปทุมธานี,14357,7556,6801,7072
1457,ทม.บางบัวทอง,TH/CT/12/ทม.บางบัวทอง,TH/CT/12,51441,27778,23663,25771
1458,ทม.บางมูลนาก,TH/CT/66/ทม.บางมูลนาก,TH/CT/66,8247,4317,3930,3680
1459,ทม.บางระจัน,TH/CT/17/ทม.บางระจัน,TH/CT/17,13937,7391,6546,5624
1460,ทม.บางศรีเมือง,TH/CT/12/ทม.บางศรีเมือง,TH/CT/12,33005,17726,15279,13190
1461,ทม.บึงกาฬ,TH/NE/38/ทม.บึงกาฬ,TH/NE/38,20062,10118,9944,11011
1462,ทม.บึงยี่โถ,TH/CT/ปทุมธานี/ทม.บึงยี่โถ,TH/CT/ปทุมธานี,32988,17909,15079,15387
1463,ทม.บุรีรัมย์,TH/NE/31/ทม.บุรีรัมย์,TH/NE/31,25087,13165,11922,14464
1464,ทม.บ้านฉาง,TH/E_/21/ทม.บ้านฉาง,TH/E_/21,31182,15939,15243,20588
1465,ทม.บ้านดุง,TH/NE/41/ทม.บ้านดุง,TH/NE/41,15451,8016,7435,6278
1466,ทม.บ้านทุ่ม,TH/NE/ขอนแก่น/ทม.บ้านทุ่ม,TH/NE/ขอนแก่น,18604,9623,8981,8064
1467,ทม.บ้านบึง,TH/E_/ชลบุรี/ทม.บ้านบึง,TH/E_/ชลบุรี,20891,11037,9854,10372
1468,ทม.บ้านพรุ,TH/S_/90/ทม.บ้านพรุ,TH/S_/90,26131,13690,12441,12353
1469,ทม.บ้านสวน,TH/E_/ชลบุรี/ทม.บ้านสวน,TH/E_/ชลบุรี,68790,34693,34097,45512
1470,ทม.บ้านหมี่,TH/CT/16/ทม.บ้านหมี่,TH/CT/16,3230,1696,1534,1441
1471,ทม.บ้านโป่ง,TH/W_/70/ทม.บ้านโป่ง,TH/W_/70,16195,8650,7545,8256
1472,ทม.บ้านไผ่,TH/NE/ขอนแก่น/ทม.บ้านไผ่,TH/NE/ขอนแก่น,27497,14273,13224,12697
1473,ทม.ปทุมธานี,TH/CT/ปทุมธานี/ทม.ปทุมธานี,TH/CT/ปทุมธานี,23528,12448,11080,9506
1474,ทม.ประจวบคีรีขันธ์,TH/W_/ประจวบคีรีขันธ์/ทม.ประจวบคีรีขันธ์,TH/W_/ประจวบคีรีขันธ์,18174,9761,8413,10866
1475,ทม.ปราจีนบุรี,TH/E_/25/ทม.ปราจีนบุรี,TH/E_/25,16651,8911,7740,8879
1476,ทม.ปัตตานี,TH/S_/94/ทม.ปัตตานี,TH/S_/94,46028,23690,22338,16163
1477,ทม.ปากช่อง,TH/NE/30/ทม.ปากช่อง,TH/NE/30,33700,17813,15887,18716
1478,ทม.ปากน้ำสมุทรปราการ,TH/CT/11/ทม.ปากน้ำสมุทรปราการ,TH/CT/11,36425,19367,17058,15418
1479,ทม.ปากพนัง,TH/S_/นครศรีธรรมราช/ทม.ปากพนัง,TH/S_/นครศรีธรรมราช,19437,9836,9601,7928
1480,ทม.ปากแพรก,TH/W_/71/ทม.ปากแพรก,TH/W_/71,27050,14306,12744,15403
1481,ทม.ปางมะค่า,TH/CT/62/ทม.ปางมะค่า,TH/CT/62,17671,8820,8851,6763
1482,ทม.ปาดังเบซาร์,TH/S_/90/ทม.ปาดังเบซาร์,TH/S_/90,15938,8177,7761,6168
1483,ทม.ปู่เจ้าสมิงพราย,TH/CT/11/ทม.ปู่เจ้าสมิงพราย,TH/CT/11,71643,36903,34740,35651
1484,ทม.ป่าตอง,TH/S_/83/ทม.ป่าตอง,TH/S_/83,20122,10339,9783,16472
1485,ทม.ผักไห่,TH/CT/14/ทม.ผักไห่,TH/CT/14,9573,4957,4616,4375
1486,ทม.พนัสนิคม,TH/E_/ชลบุรี/ทม.พนัสนิคม,TH/E_/ชลบุรี,10075,5455,4620,4989
1487,ทม.พระประแดง,TH/CT/11/ทม.พระประแดง,TH/CT/11,9071,4699,4372,2182
1488,ทม.พระพุทธบาท,TH/CT/19/ทม.พระพุทธบาท,TH/CT/19,33458,17745,15713,13230
1489,ทม.พะเยา,TH/N_/56/ทม.พะเยา,TH/N_/56,16332,8752,7580,8213
1490,ทม.พังงา,TH/S_/82/ทม.พังงา,TH/S_/82,10329,5292,5037,5897
1491,ทม.พัทลุง,TH/S_/93/ทม.พัทลุง,TH/S_/93,32423,17513,14910,16063
1492,ทม.พิจิตร,TH/CT/66/ทม.พิจิตร,TH/CT/66,21182,11248,9934,12478
1493,ทม.พิชัย,TH/N_/52/ทม.พิชัย,TH/N_/52,13161,6996,6165,6405
1494,ทม.พิบูลมังสาหาร,TH/NE/34/ทม.พิบูลมังสาหาร,TH/NE/34,10500,5434,5066,4517
1495,ทม.พิมลราช,TH/CT/12/ทม.พิมลราช,TH/CT/12,47874,25747,22127,23331
1496,ทม.มหาสารคาม,TH/NE/44/ทม.มหาสารคาม,TH/NE/44,49780,28176,21604,21442
1497,ทม.มาบตาพุด,TH/E_/21/ทม.มาบตาพุด,TH/E_/21,71932,35848,36084,59696
1498,ทม.มุกดาหาร,TH/NE/49/ทม.มุกดาหาร,TH/NE/49,33111,17069,16042,15869
1499,ทม.ยโสธร,TH/NE/35/ทม.ยโสธร,TH/NE/35,20232,10434,9798,9098
1500,ทม.ระนอง,TH/S_/85/ทม.ระนอง,TH/S_/85,19285,9801,9484,8186
1501,ทม.ราชบุรี,TH/W_/70/ทม.ราชบุรี,TH/W_/70,34713,18765,15948,16379
1502,ทม.ร้อยเอ็ด,TH/NE/45/ทม.ร้อยเอ็ด,TH/NE/45,35803,18957,16846,16762
1503,ทม.ลพบุรี,TH/CT/16/ทม.ลพบุรี,TH/CT/16,21779,11196,10583,12683
1504,ทม.ลัดหลวง,TH/CT/11/ทม.ลัดหลวง,TH/CT/11,70896,36937,33959,37404
1505,ทม.ลาดสวาย,TH/CT/ปทุมธานี/ทม.ลาดสวาย,TH/CT/ปทุมธานี,67256,35774,31482,39485
1506,ทม.ลำตาเสา,TH/CT/14/ทม.ลำตาเสา,TH/CT/14,21357,10956,10401,9689
1507,ทม.ลำพูน,TH/N_/51/ทม.ลำพูน,TH/N_/51,11728,6372,5356,7171
1508,ทม.ลำสามแก้ว,TH/CT/ปทุมธานี/ทม.ลำสามแก้ว,TH/CT/ปทุมธานี,66176,35491,30685,33373
1509,ทม.ล้อมแรด,TH/N_/52/ทม.ล้อมแรด,TH/N_/52,14287,7650,6637,7054
1510,ทม.วังน้ำเย็น,TH/E_/27/ทม.วังน้ำเย็น,TH/E_/27,20746,10662,10084,9717
1511,ทม.วังสะพุง,TH/NE/42/ทม.วังสะพุง,TH/NE/42,11027,5731,5296,4510
1512,ทม.วารินชำราบ,TH/NE/34/ทม.วารินชำราบ,TH/NE/34,26166,13832,12334,10885
1513,ทม.วิเชียรบุรี,TH/CT/67/ทม.วิเชียรบุรี,TH/CT/67,22379,11741,10638,8669
1514,ทม.ศรีราชา,TH/E_/ชลบุรี/ทม.ศรีราชา,TH/E_/ชลบุรี,23434,12910,10524,8520
1515,ทม.ศรีสะเกษ,TH/NE/33/ทม.ศรีสะเกษ,TH/NE/33,41032,21711,19321,20750
1516,ทม.ศรีสัชนาลัย,TH/CT/64/ทม.ศรีสัชนาลัย,TH/CT/64,15097,7913,7184,5772
1517,ทม.สตูล,TH/S_/91/ทม.สตูล,TH/S_/91,23144,11998,11146,10023
1518,ทม.สนั่นรักษ์,TH/CT/ปทุมธานี/ทม.สนั่นรักษ์,TH/CT/ปทุมธานี,31855,16826,15029,17377
1519,ทม.สมุทรสงคราม,TH/CT/75/ทม.สมุทรสงคราม,TH/CT/75,27323,14359,12964,10947
1520,ทม.สระบุรี,TH/CT/19/ทม.สระบุรี,TH/CT/19,59263,29782,29481,28569
1521,ทม.สระแก้ว,TH/E_/27/ทม.สระแก้ว,TH/E_/27,18363,9522,8841,11424
